user_id,purchase_id,purchase_date,purchase_amount,product_category,payment_method,region,is_returning_customer,discount_used,days_since_last_purchase,user_age_group
449,PUR-88774,2022-02-23 21:53:54.761538930,274.54,Electronics,Bank Transfer,South America,1,0,321.0,25-34
2098,PUR-55340,2022-01-10 04:57:03.202322222,198.4,Books,Card,Asia,1,1,295.0,25-34
607,PUR-89877,2022-11-25 00:15:31.781716824,147.85,Electronics,Bank Transfer,Europe,0,0,,18-24
2440,PUR-24197,2022-03-28 09:15:56.445955106,474.51,Electronics,Crypto,Australia,1,0,250.0,25-34
1965,PUR-79958,2022-08-24 01:55:07.714475632,103.59,Clothing,Card,Europe,1,0,137.0,25-34
2892,PUR-79143,2022-09-29 19:31:24.934302924,250.69,Toys,Crypto,South America,0,1,,45+
1620,PUR-53435,2023-01-20 21:28:11.128554816,192.38,Home,Bank Transfer,North America,0,1,,35-44
1360,PUR-76346,2022-10-10 08:59:53.034282348,125.36,Sports,Bank Transfer,Europe,1,0,226.0,45+
2207,PUR-92397,2023-10-29 08:18:34.609811440,61.15,Clothing,Bank Transfer,Asia,0,0,,25-34
559,PUR-14291,2023-03-06 04:14:16.731510592,49.78,,Bank Transfer,Asia,0,1,,35-44
970,PUR-49201,2022-01-27 12:51:41.562034134,302.62,Toys,Bank Transfer,Asia,1,0,35.0,45+
969,PUR-43306,2022-11-13 15:13:36.768859404,104.0,Electronics,PayPal,North America,1,0,213.0,45+
2830,PUR-45799,2022-12-27 03:49:31.030881016,39.88,Toys,PayPal,South America,0,1,,45+
31,PUR-45317,2023-11-20 04:12:24.955682200,54.4,Toys,Bank Transfer,Europe,0,1,,18-24
8,PUR-99513,2022-08-21 16:46:14.422565056,321.44,Electronics,PayPal,Europe,1,1,117.0,45+
2805,PUR-15915,2022-08-08 02:48:09.829528396,203.47,Clothing,Bank Transfer,Australia,0,0,,18-24
1944,PUR-67176,2023-01-19 22:17:38.057156180,202.71,Clothing,Card,South America,1,0,172.0,18-24
4,PUR-74051,2022-03-10 02:43:02.890669199,213.6,Books,Card,Europe,0,1,,45+
1404,PUR-68803,2023-06-24 20:12:14.028409952,23.04,Home,Bank Transfer,Asia,0,1,,35-44
999,PUR-61555,2022-05-10 21:07:34.722417186,356.82,Sports,Bank Transfer,Australia,1,0,229.0,18-24
2329,PUR-44015,2023-10-04 12:58:11.515603824,417.0,Home,PayPal,North America,1,1,305.0,35-44
2954,PUR-49671,2022-01-13 19:34:07.783759093,229.51,Electronics,Card,South America,0,1,,45+
1516,PUR-25840,2022-11-26 10:12:46.471368028,442.54,Books,Card,South America,0,0,,45+
2187,PUR-44669,2023-12-05 22:43:48.433471912,397.43,Home,Card,Asia,1,0,128.0,45+
429,PUR-82082,2023-10-18 10:31:06.447554088,41.63,Home,Crypto,Asia,0,0,,18-24
1313,PUR-44060,2022-09-06 23:45:31.619359356,450.18,Sports,Bank Transfer,Asia,0,1,,25-34
388,PUR-31882,2023-03-07 20:27:38.528946744,331.53,Electronics,Crypto,Asia,0,0,,35-44
2468,PUR-64566,2023-04-06 17:12:10.960366528,436.36,Toys,Card,South America,1,1,88.0,18-24
382,PUR-22235,2023-06-20 04:44:18.748455952,271.56,Sports,PayPal,South America,0,1,,35-44
304,PUR-71521,2023-05-19 04:13:04.863107896,82.0,Home,Crypto,North America,1,1,130.0,18-24
1988,PUR-91935,2023-12-07 05:08:33.120846296,146.57,Sports,Bank Transfer,North America,1,0,165.0,18-24
2554,PUR-82126,2023-02-27 22:03:40.332042784,413.83,Electronics,Card,North America,1,0,126.0,25-34
1275,PUR-81869,2022-07-11 20:47:07.053862884,372.69,Clothing,Crypto,Europe,0,0,,25-34
2641,PUR-88508,2023-01-24 15:04:20.835847420,265.65,Clothing,Card,Asia,1,0,28.0,18-24
480,PUR-77806,2022-05-16 07:43:28.217998064,7.22,Clothing,PayPal,North America,0,0,,25-34
544,PUR-94352,2023-12-20 10:48:26.003510416,184.79,Clothing,Card,Asia,1,1,281.0,25-34
2593,PUR-74098,2022-08-15 00:41:28.931177660,,Toys,Crypto,Asia,0,0,,35-44
262,PUR-85212,2022-01-18 19:05:57.409596614,438.23,Electronics,PayPal,Asia,1,0,365.0,25-34
186,PUR-14347,2022-06-12 17:47:11.019862658,337.13,Clothing,Bank Transfer,South America,0,0,,18-24
1655,PUR-65485,2023-07-03 12:59:20.719285400,122.86,Sports,Bank Transfer,South America,0,0,,18-24
2344,PUR-54688,2022-08-31 09:45:22.317241520,7.62,Books,Bank Transfer,South America,1,0,349.0,35-44
1967,PUR-56650,2022-03-23 10:40:47.578327919,490.21,Toys,Crypto,Asia,1,1,94.0,25-34
953,PUR-69534,2022-11-28 05:20:13.026969440,345.38,Clothing,Card,North America,0,0,,45+
2311,PUR-47499,2023-06-24 03:18:57.510132008,315.32,Clothing,Bank Transfer,Australia,1,1,57.0,45+
1544,PUR-10782,2022-10-08 03:34:43.572927688,262.66,Books,PayPal,Europe,1,1,16.0,45+
2881,PUR-19673,2023-12-14 11:01:21.246600928,150.69,Clothing,Bank Transfer,Asia,1,1,174.0,35-44
910,PUR-59040,2022-01-08 12:17:46.427328674,,Home,Bank Transfer,Europe,1,1,245.0,18-24
1550,PUR-30243,2023-02-27 09:40:41.198062176,80.42,Toys,PayPal,North America,1,1,274.0,18-24
24,PUR-26239,2022-04-15 07:39:14.519784748,34.72,Clothing,Crypto,Australia,1,0,212.0,35-44
1944,PUR-11190,2023-05-09 04:36:12.438316128,62.32,Sports,PayPal,Australia,1,0,288.0,18-24
1689,PUR-66270,2022-02-16 16:11:30.437445297,458.26,Electronics,Crypto,Europe,0,1,,18-24
817,PUR-90100,2023-01-22 03:43:31.573078736,,Electronics,Bank Transfer,South America,0,1,,25-34
2685,PUR-72819,2023-03-29 18:59:15.837929600,423.7,Books,PayPal,South America,0,1,,45+
2708,PUR-15635,2023-11-29 23:45:50.557906688,349.33,Books,PayPal,North America,0,1,,35-44
2449,PUR-78592,2022-02-12 00:34:34.099968175,15.11,Toys,Card,North America,0,1,,35-44
644,PUR-42666,2022-03-23 17:12:31.781632634,466.83,Books,Crypto,Asia,1,1,267.0,18-24
1584,PUR-28489,2022-06-24 03:10:18.670627980,107.64,Electronics,Crypto,North America,1,1,50.0,45+
2968,PUR-33495,2023-10-07 16:33:37.268035048,269.16,Toys,Crypto,North America,1,0,111.0,45+
745,PUR-99903,2022-05-28 15:53:11.555542200,66.79,Sports,Card,North America,0,0,,45+
973,PUR-36516,2023-05-10 17:06:36.570793304,295.01,Toys,PayPal,Australia,1,0,163.0,35-44
2688,PUR-10777,2022-03-06 18:34:06.790393959,242.94,Electronics,Crypto,South America,0,1,,45+
2584,PUR-92762,2023-06-20 11:33:59.951886296,158.45,Toys,Crypto,North America,1,1,77.0,35-44
1613,PUR-66793,2022-08-08 09:36:59.032096000,114.09,Toys,PayPal,South America,1,0,233.0,25-34
2738,PUR-54756,2022-04-13 19:15:30.031326112,366.8,Sports,Bank Transfer,Europe,0,1,,25-34
1213,PUR-22373,2022-06-10 00:48:29.707830480,297.15,Clothing,Bank Transfer,North America,1,0,259.0,25-34
1358,PUR-59588,2023-03-01 21:15:43.193082016,293.99,Home,Bank Transfer,South America,0,1,,45+
2871,PUR-94960,2023-07-16 21:32:05.270774928,356.87,Books,Bank Transfer,South America,0,1,,35-44
490,PUR-96094,2023-06-26 05:56:21.248762264,424.68,Toys,Card,Asia,1,1,28.0,18-24
1664,PUR-39329,2022-11-14 21:49:23.340718684,442.91,Electronics,PayPal,South America,1,1,193.0,45+
1554,PUR-56215,2023-11-16 10:27:04.578161696,27.43,Electronics,PayPal,North America,0,0,,35-44
297,PUR-49444,2022-08-08 09:43:09.089339188,322.37,Books,Bank Transfer,South America,0,0,,18-24
1414,PUR-75706,2023-07-10 05:06:15.735153824,19.24,Books,PayPal,North America,1,0,354.0,25-34
358,PUR-81353,2023-07-08 11:43:57.598504360,474.54,Clothing,PayPal,Australia,0,0,,18-24
754,PUR-66571,2022-07-04 02:28:04.132099202,60.9,Electronics,Crypto,Australia,0,1,,18-24
84,PUR-51229,2023-10-08 04:31:29.408427704,347.01,Books,Card,Australia,0,0,,45+
809,PUR-84705,2022-01-29 09:11:20.121622464,172.33,Sports,Card,Europe,1,1,232.0,35-44
2559,PUR-88983,2023-04-10 16:26:24.696867744,364.95,Toys,PayPal,Europe,1,0,220.0,25-34
2195,PUR-94671,2023-10-24 13:55:47.610073416,461.18,Clothing,PayPal,Australia,1,1,78.0,18-24
1521,PUR-60463,2022-08-08 14:51:37.353862384,423.93,Home,Bank Transfer,North America,0,0,,18-24
2016,PUR-77496,2023-12-11 19:23:56.184221000,286.45,Electronics,Crypto,South America,1,1,183.0,35-44
2616,PUR-39921,2023-10-12 13:49:24.191579984,65.69,Books,PayPal,Asia,1,0,85.0,45+
2743,PUR-78798,2022-05-22 02:57:15.087854700,462.83,Toys,Bank Transfer,Australia,0,0,,35-44
783,PUR-95315,2023-04-22 02:07:34.981441240,59.26,Clothing,Crypto,Australia,0,1,,45+
2126,PUR-65092,2023-05-14 12:24:42.365779360,266.67,Clothing,Bank Transfer,Australia,1,0,273.0,25-34
2908,PUR-89936,2023-11-29 15:55:02.221572880,,Toys,PayPal,Asia,1,1,287.0,45+
error_user,PUR-71031,2022-12-25 07:53:13.954850740,354.74,Electronics,Bank Transfer,North America,1,0,282.0,45+
841,PUR-80045,2022-01-14 05:48:12.018128199,108.34,Home,PayPal,Australia,0,0,,45+
1648,PUR-40267,2022-03-26 23:55:42.628831065,442.95,Sports,Card,Australia,0,1,,45+
2668,PUR-69381,2023-12-14 09:54:07.618864416,400.93,Toys,Bank Transfer,North America,1,1,331.0,35-44
2670,PUR-75268,2022-05-26 02:25:15.866378068,260.67,Toys,Crypto,Australia,1,1,43.0,25-34
1068,PUR-50764,2023-04-05 15:47:44.460090624,,Clothing,Card,North America,0,1,,25-34
954,PUR-14940,2023-12-13 06:11:05.116927416,,Electronics,Bank Transfer,Europe,1,1,224.0,25-34
2621,PUR-18403,2023-04-29 02:15:58.512251648,,Clothing,Crypto,North America,1,0,189.0,25-34
1456,PUR-13832,2022-06-12 21:04:40.879607968,339.02,Home,Bank Transfer,South America,0,1,,25-34
300,PUR-55064,2022-04-03 05:19:34.274300522,359.07,Electronics,Bank Transfer,South America,0,0,,25-34
901,PUR-96456,2023-05-12 23:16:05.156017864,149.84,Clothing,Card,Asia,0,0,,25-34
error_user,PUR-22736,2022-08-15 17:42:59.587629460,119.38,Electronics,PayPal,South America,1,1,190.0,18-24
492,PUR-93795,2022-04-07 09:57:16.252386322,86.92,Sports,Crypto,Europe,0,0,,18-24
1548,PUR-91802,2022-03-02 14:14:06.465416941,140.63,Electronics,Card,South America,0,0,,25-34
691,PUR-77101,2022-12-19 20:13:17.214367828,60.7,Clothing,Card,South America,0,1,,45+
691,PUR-95631,2022-09-02 09:49:14.576046024,107.64,Toys,Card,Australia,1,0,31.0,25-34
302,PUR-95749,2023-11-11 14:49:58.498812080,174.11,Books,Card,North America,0,1,,35-44
109,PUR-13123,2022-10-07 14:35:31.937865712,499.84,Toys,PayPal,Australia,1,0,303.0,18-24
218,PUR-96432,2023-04-05 13:04:35.378198408,94.47,Sports,PayPal,Europe,0,0,,45+
816,PUR-99664,2022-03-19 18:42:09.701994765,244.85,Clothing,Card,South America,0,0,,25-34
838,PUR-39139,2022-07-16 13:30:58.468689602,456.93,Toys,Bank Transfer,North America,0,1,,25-34
1688,PUR-29576,2023-04-01 05:27:30.797760344,71.31,Books,Card,South America,1,1,129.0,45+
206,PUR-67341,2022-01-05 14:46:18.835852691,106.8,Sports,Bank Transfer,Europe,0,1,,45+
1599,PUR-58719,2022-02-11 20:15:35.932705743,387.15,Books,Card,North America,0,1,,35-44
91,PUR-45975,2023-02-05 01:53:45.674643308,313.86,Home,Crypto,Europe,0,1,,35-44
2659,PUR-49379,2022-06-09 01:00:35.836349780,107.56,Books,PayPal,Australia,0,0,,18-24
799,PUR-76405,2023-06-10 15:13:24.225560248,189.68,Toys,Card,North America,1,0,49.0,35-44
1781,PUR-15299,2022-09-01 15:25:43.388881844,13.97,Electronics,PayPal,North America,1,1,7.0,18-24
1568,PUR-82999,2022-03-17 20:31:00.996517962,339.51,Home,Crypto,Europe,0,0,,45+
2871,PUR-95137,2022-11-07 01:06:04.164958776,179.08,Electronics,Bank Transfer,Asia,1,1,229.0,25-34
2417,PUR-52641,2023-01-02 05:32:15.189117296,115.03,Books,PayPal,Asia,0,1,,35-44
2754,PUR-78319,2023-05-11 19:42:49.390459064,26.69,Sports,Crypto,Australia,1,1,22.0,45+
1291,PUR-30037,2023-11-09 13:37:17.458785024,350.89,Home,PayPal,Europe,0,0,,35-44
1443,PUR-45835,2023-09-26 09:13:10.317973344,236.31,Clothing,Bank Transfer,North America,0,1,,45+
2962,PUR-33363,2022-10-12 23:01:22.975421140,485.57,Toys,PayPal,Asia,1,1,289.0,45+
2674,PUR-71465,2022-06-24 10:15:47.213852740,117.58,Home,Bank Transfer,South America,0,0,,45+
2884,PUR-26241,2023-01-26 22:45:26.347875452,397.84,Electronics,Crypto,Asia,0,1,,18-24
2116,PUR-95016,2023-09-05 10:02:37.759272648,396.95,Sports,Bank Transfer,North America,1,0,193.0,18-24
1108,PUR-25442,2022-05-05 12:34:36.309074238,,Books,Crypto,Asia,1,0,358.0,25-34
242,PUR-16397,2023-02-06 07:19:04.661239376,16.87,Sports,Card,North America,0,1,,18-24
2879,PUR-94457,2023-06-10 02:06:09.411107456,82.82,Sports,Bank Transfer,Australia,1,1,154.0,45+
933,PUR-89951,2023-10-22 17:04:52.954473600,103.23,,Bank Transfer,Asia,0,1,,45+
1301,PUR-79691,2023-12-07 03:24:36.496497792,43.71,Sports,Bank Transfer,Asia,1,1,101.0,18-24
2278,PUR-18960,2023-12-02 07:31:45.389387976,265.79,Sports,PayPal,Australia,1,1,41.0,35-44
491,PUR-75419,2022-09-26 07:23:51.322076652,248.49,Home,Crypto,Europe,1,0,320.0,25-34
2817,PUR-62077,2022-01-22 22:51:59.065023559,357.88,Clothing,PayPal,Europe,0,0,,25-34
1835,PUR-15985,2023-10-24 17:10:29.539650232,,Sports,PayPal,North America,1,1,110.0,18-24
817,PUR-89502,2023-12-07 02:16:59.425202576,221.16,Sports,Bank Transfer,South America,1,1,208.0,18-24
1797,PUR-60459,2023-11-15 07:13:28.911146880,357.82,Sports,Crypto,Asia,1,1,313.0,35-44
2310,PUR-73579,2022-07-29 03:28:29.726205592,388.42,Toys,Card,South America,1,1,199.0,18-24
2309,PUR-78929,2023-03-23 19:29:21.104607776,272.72,Sports,Card,Australia,0,0,,25-34
1318,PUR-50093,2023-09-04 23:23:12.930968368,44.31,Electronics,Card,Australia,0,0,,45+
789,PUR-73275,2022-06-05 06:35:50.118104710,67.42,Sports,Bank Transfer,Europe,1,1,44.0,25-34
2173,PUR-52461,2022-11-15 12:03:35.831139132,176.16,Sports,Bank Transfer,Australia,1,1,67.0,45+
2147,PUR-29686,2023-06-18 22:13:31.317310264,478.89,Home,Bank Transfer,South America,1,1,84.0,25-34
146,PUR-99797,2023-12-23 01:47:12.816077344,37.43,Sports,Crypto,North America,0,1,,45+
419,PUR-75267,2023-07-21 01:15:00.287196144,,Sports,Crypto,Australia,1,0,57.0,18-24
2296,PUR-77434,2023-10-30 23:35:13.597498936,372.86,,Bank Transfer,Europe,1,1,49.0,45+
2674,PUR-43238,2022-06-09 01:40:38.027210474,7.22,Toys,Crypto,Asia,0,1,,35-44
195,PUR-75915,2023-10-19 23:16:07.676959928,227.96,Home,Card,Australia,1,0,68.0,35-44
1710,PUR-13011,2022-12-18 02:17:23.514289216,168.39,Electronics,Bank Transfer,Australia,0,0,,45+
2905,PUR-81611,2023-04-06 23:11:08.887362728,332.47,Sports,Card,Australia,1,1,337.0,18-24
2110,PUR-10292,2022-12-17 15:10:29.194576352,283.32,Home,Card,Asia,1,0,84.0,35-44
2528,PUR-18520,2023-04-16 22:50:19.234439792,301.5,Toys,Crypto,South America,0,0,,25-34
2003,PUR-16332,2023-01-24 22:34:26.153408248,459.97,Clothing,Crypto,South America,1,1,184.0,35-44
1921,PUR-54517,2023-09-20 19:47:47.121311544,258.88,Electronics,Card,Europe,1,0,76.0,25-34
1280,PUR-33159,2023-08-08 12:51:01.263557840,235.34,Books,Crypto,North America,1,0,146.0,18-24
579,PUR-36005,2023-10-16 04:58:21.759114184,448.4,Clothing,Bank Transfer,Europe,0,1,,18-24
2413,PUR-16705,2023-02-13 01:42:16.910208676,8.71,Sports,Card,Europe,1,0,322.0,35-44
416,PUR-36035,2022-03-13 03:42:46.159760734,303.84,Books,PayPal,North America,0,0,,35-44
1162,PUR-45234,2023-12-13 04:01:37.224342184,110.53,Home,Crypto,South America,1,0,294.0,25-34
1160,PUR-85076,2023-04-05 19:16:47.456786976,115.4,Home,Bank Transfer,Australia,0,1,,45+
1555,PUR-65303,2023-03-24 20:13:31.472351696,393.87,Electronics,PayPal,Asia,0,0,,25-34
592,PUR-31793,2022-07-29 15:43:21.012783940,330.2,Home,PayPal,Asia,1,1,71.0,25-34
831,PUR-34693,2023-02-08 07:57:31.560721408,448.95,Toys,PayPal,Asia,0,1,,45+
2051,PUR-49415,2023-01-02 10:02:03.339980800,111.3,Books,Crypto,South America,0,1,,45+
680,PUR-87216,2022-02-19 05:38:00.276965304,384.34,Electronics,PayPal,North America,1,1,266.0,25-34
2102,PUR-16521,2022-03-24 15:28:35.659570454,371.27,Toys,Card,Asia,0,1,,18-24
1203,PUR-36692,2023-09-02 12:43:48.675767432,491.35,Sports,Crypto,South America,0,1,,18-24
1760,PUR-64889,2022-10-29 03:03:39.627140856,248.89,Sports,Card,Australia,0,0,,45+
2653,PUR-28767,2023-12-26 08:54:59.253339752,99.56,Sports,Card,South America,1,0,301.0,35-44
2598,PUR-74976,2022-06-01 07:21:04.770613692,367.0,Clothing,Card,Australia,1,0,230.0,35-44
2377,PUR-64251,2023-08-03 09:23:28.867669976,135.85,Toys,Crypto,North America,0,1,,35-44
636,PUR-14399,2022-02-08 23:16:24.874662201,243.43,Clothing,Card,Australia,0,0,,35-44
14,PUR-28299,2022-09-02 21:43:10.712096016,,Toys,Crypto,North America,1,1,225.0,18-24
1189,PUR-92648,2022-07-02 12:20:03.893768926,36.91,Clothing,Crypto,Australia,0,1,,25-34
1944,PUR-82411,2022-12-11 10:20:40.384115388,303.63,Home,PayPal,Australia,1,0,108.0,25-34
997,PUR-60461,2022-06-04 11:28:24.377549908,106.79,Clothing,Crypto,Australia,0,0,,45+
2366,PUR-39034,2022-01-15 12:32:54.155678682,,Toys,Bank Transfer,North America,0,0,,35-44
2997,PUR-53367,2022-07-12 07:57:25.987059226,131.48,Home,Card,South America,1,0,310.0,35-44
2020,PUR-10456,2023-04-30 18:10:59.499070136,303.71,Home,PayPal,Asia,1,1,129.0,25-34
588,PUR-93832,2023-01-03 10:38:29.156342412,466.57,Electronics,Bank Transfer,Australia,1,0,188.0,35-44
2532,PUR-88282,2023-11-22 21:46:39.470687224,406.28,Home,Card,South America,0,0,,45+
2242,PUR-10122,2023-02-13 04:21:51.655063404,161.55,Books,Crypto,South America,0,0,,25-34
652,PUR-95923,2022-03-14 03:16:34.601612643,291.07,Home,Crypto,Australia,0,0,,25-34
2442,PUR-26635,2023-07-25 03:53:05.888723600,297.27,Toys,Bank Transfer,South America,0,1,,35-44
2245,PUR-31206,2022-11-02 20:40:47.653598172,36.39,Sports,Card,South America,0,0,,45+
1416,PUR-39269,2022-06-17 16:25:24.021361294,248.04,Electronics,Crypto,Asia,0,0,,18-24
2962,PUR-88317,2023-06-18 07:06:48.892787416,418.32,Sports,Card,South America,1,1,118.0,18-24
1524,PUR-72154,2023-05-11 23:11:24.640635880,332.69,Clothing,PayPal,Asia,1,0,37.0,25-34
2553,PUR-65847,2023-01-05 04:17:22.741350764,328.56,Toys,PayPal,Europe,0,1,,25-34
1603,PUR-85818,2023-08-05 18:01:42.425637752,245.18,Toys,Card,Australia,1,0,270.0,25-34
301,PUR-95238,2023-10-17 12:15:40.882050248,55.27,Books,Bank Transfer,South America,0,1,,45+
1288,PUR-37615,2022-06-21 19:45:02.187345542,289.69,Home,Crypto,Australia,1,1,220.0,25-34
218,PUR-96830,2022-10-06 18:39:27.525135780,86.54,,Bank Transfer,Asia,1,1,287.0,35-44
141,PUR-74244,2022-07-19 07:45:45.093630702,429.15,Clothing,Bank Transfer,Asia,1,0,10.0,35-44
2602,PUR-31404,2023-07-20 16:50:10.432266128,234.51,Sports,PayPal,Asia,1,0,319.0,18-24
2114,PUR-50119,2022-11-23 18:34:48.632178780,492.36,Sports,Card,Europe,0,1,,45+
2692,PUR-72654,2023-06-12 12:08:03.607476608,75.88,Toys,Bank Transfer,Asia,0,1,,45+
1103,PUR-59061,2023-02-18 18:50:25.549761304,453.12,Books,Card,South America,1,0,204.0,18-24
1723,PUR-81152,2022-03-01 06:03:32.494035141,456.09,Toys,Bank Transfer,North America,0,1,,18-24
2452,PUR-49350,2023-01-01 12:11:32.004497884,286.66,Sports,Bank Transfer,Europe,0,0,,18-24
2762,PUR-15206,2023-07-18 19:07:11.979253232,172.19,Electronics,Crypto,Europe,0,0,,45+
2909,PUR-71717,2022-09-20 15:17:00.286809744,278.91,Books,Crypto,North America,0,0,,35-44
2846,PUR-82287,2023-03-23 03:32:38.968637232,489.54,Clothing,Bank Transfer,Europe,0,0,,35-44
2799,PUR-56216,2022-11-01 22:25:58.560134744,322.3,Clothing,PayPal,Asia,0,1,,45+
545,PUR-50617,2022-10-07 10:23:49.214121504,484.17,Clothing,Bank Transfer,Australia,0,1,,25-34
1479,PUR-94542,2023-07-19 17:46:50.726785560,321.45,Clothing,Card,Europe,0,0,,25-34
1177,PUR-54100,2022-03-12 20:09:39.286074466,82.37,Sports,PayPal,North America,0,1,,25-34
1824,PUR-75257,2023-01-02 10:48:35.821195092,325.82,Clothing,Card,South America,1,0,93.0,25-34
2243,PUR-51133,2022-09-07 07:48:49.361840084,,Home,Card,North America,1,0,231.0,25-34
547,PUR-40760,2022-10-12 03:12:27.039621368,251.63,Electronics,Card,North America,1,0,243.0,35-44
1083,PUR-76264,2023-04-16 17:53:18.322185896,215.84,Sports,Bank Transfer,Europe,1,1,116.0,25-34
2248,PUR-51655,2022-01-07 17:14:54.785398098,247.43,Books,Crypto,Australia,1,1,286.0,25-34
2538,PUR-24632,2023-12-22 20:06:56.312015144,213.07,Electronics,Bank Transfer,Asia,0,1,,18-24
1942,PUR-86435,2022-08-26 17:50:54.822977088,,Home,Crypto,Australia,1,1,1.0,25-34
1179,PUR-96621,2022-07-27 03:04:02.491865036,13.74,Clothing,Crypto,South America,1,1,335.0,18-24
294,PUR-21090,2022-09-11 13:22:25.053011028,248.47,Toys,PayPal,Europe,0,1,,18-24
2162,PUR-38793,2022-11-26 16:19:25.718203568,82.53,Clothing,Bank Transfer,South America,1,1,34.0,18-24
145,PUR-58513,2023-11-18 01:31:15.950410648,231.54,Books,PayPal,South America,1,0,174.0,25-34
2759,PUR-66862,2022-03-06 14:23:00.826791340,409.96,Sports,Card,South America,0,1,,25-34
386,PUR-79622,2023-01-03 02:33:58.427711364,6.81,Toys,Card,Europe,1,0,145.0,45+
683,PUR-98749,2022-05-03 00:07:50.248394342,153.75,Toys,Card,Asia,0,0,,35-44
360,PUR-55629,2022-05-28 03:21:17.089935250,210.24,Clothing,PayPal,North America,0,1,,35-44
2847,PUR-73006,2022-01-27 11:01:43.595092853,309.87,Books,Crypto,South America,1,0,79.0,18-24
2049,PUR-53028,2022-05-09 04:25:31.399186442,162.37,Toys,Card,North America,1,0,57.0,18-24
2096,PUR-25371,2023-11-20 08:47:51.069727040,100.78,Toys,Card,Asia,1,0,305.0,18-24
1425,PUR-34899,2022-02-21 19:08:13.207909381,29.55,Books,PayPal,Australia,0,0,,35-44
2128,PUR-79734,2022-08-18 10:08:48.193528544,282.79,Toys,Card,Europe,1,0,60.0,45+
1620,PUR-59458,2022-04-30 04:00:47.259075334,396.93,Clothing,Bank Transfer,Asia,1,0,334.0,25-34
811,PUR-30219,2023-11-16 07:24:11.920258032,132.36,Clothing,Card,South America,1,1,78.0,35-44
2350,PUR-24644,2022-04-19 04:53:15.817979460,227.1,Clothing,Card,North America,0,0,,25-34
690,PUR-80316,2023-05-16 20:58:37.628299256,447.63,Home,Crypto,Europe,1,0,64.0,35-44
259,PUR-26877,2023-06-28 01:52:57.192000192,260.81,Electronics,Card,Asia,1,0,289.0,25-34
1594,PUR-12805,2023-12-05 23:16:27.871785896,212.08,Electronics,Bank Transfer,Asia,1,0,135.0,18-24
311,PUR-19115,2022-02-10 01:23:21.346059723,183.98,Home,PayPal,North America,0,1,,18-24
1116,PUR-80490,2022-10-25 02:47:53.645099736,423.79,Electronics,PayPal,Europe,0,1,,35-44
983,PUR-52098,2022-07-21 14:46:55.912224274,416.79,Home,PayPal,Asia,0,1,,25-34
983,PUR-36536,2023-11-26 23:36:09.553912104,85.07,Toys,Bank Transfer,Asia,1,0,308.0,25-34
2146,PUR-76478,2022-05-14 13:59:41.169965982,152.86,Toys,Bank Transfer,Asia,0,0,,45+
1915,PUR-50978,2022-04-28 07:08:57.704819662,266.35,Sports,Card,Asia,1,0,198.0,35-44
2569,PUR-78688,2022-09-13 21:15:10.840900408,458.17,Electronics,Crypto,Australia,0,0,,18-24
1650,PUR-76642,2023-11-03 04:32:19.771388888,135.14,Books,Crypto,Australia,1,1,182.0,18-24
2986,PUR-17825,2023-03-03 07:28:57.558501312,159.18,Toys,Card,South America,0,0,,35-44
961,PUR-20516,2023-04-11 04:45:08.038974272,393.23,Sports,Crypto,Australia,0,1,,45+
1832,PUR-54176,2022-05-03 18:57:15.560127566,48.32,Toys,Bank Transfer,Asia,0,1,,45+
2492,PUR-37703,2022-01-11 05:43:16.031482772,24.52,Books,Crypto,Europe,0,1,,45+
670,PUR-50149,2022-03-28 00:54:58.478197891,182.63,Home,PayPal,Australia,0,1,,45+
2196,PUR-16898,2022-01-08 21:39:58.478578507,144.42,Toys,Bank Transfer,Asia,0,1,,18-24
2302,PUR-91013,2022-03-14 01:51:21.495747591,355.55,Clothing,Bank Transfer,Australia,1,0,316.0,25-34
575,PUR-95794,2022-09-06 18:22:32.942788844,436.95,Home,Card,Europe,0,0,,45+
1006,PUR-18242,2023-01-04 07:19:40.138385020,93.07,Home,Crypto,Australia,0,1,,35-44
2574,PUR-64421,2022-12-26 05:26:08.720374448,388.3,Clothing,Bank Transfer,Asia,0,1,,35-44
2564,PUR-99544,2023-06-09 07:38:17.523835040,324.46,Clothing,Bank Transfer,Australia,0,1,,35-44
414,PUR-96419,2023-11-12 14:21:31.401991424,438.53,Clothing,Card,Europe,0,0,,25-34
656,PUR-88520,2022-10-29 04:47:36.098699004,,Home,Bank Transfer,South America,1,1,354.0,35-44
993,PUR-22941,2023-02-14 09:09:56.003958776,461.87,Books,Bank Transfer,North America,0,1,,45+
696,PUR-36706,2023-08-09 03:45:11.658115992,302.44,Toys,Crypto,Europe,0,1,,35-44
160,PUR-59216,2023-05-28 01:30:09.417053312,282.4,Electronics,Bank Transfer,North America,1,0,212.0,18-24
1550,PUR-12606,2022-05-20 16:18:59.684093980,,Sports,PayPal,Australia,0,1,,25-34
669,PUR-46478,2022-12-28 18:51:20.203225036,352.52,Toys,PayPal,Europe,1,1,173.0,18-24
1272,PUR-47798,2023-03-18 11:00:12.499006576,222.27,Toys,Card,Australia,1,0,100.0,35-44
error_user,PUR-43625,2022-06-25 19:10:22.238515160,339.61,Home,PayPal,Europe,1,1,52.0,25-34
2058,PUR-60557,2023-07-31 03:43:19.552068872,273.12,Toys,PayPal,Australia,1,0,11.0,18-24
